candidate_id,age_group,years_experience,education_level,current_location,willing_to_relocate,preferred_work_model
CAN07358,40-49,14,Vocational training,Cologne,True,No preference
CAN07359,40-49,13,Other,Berlin,False,Hybrid
CAN07360,20-29,4,Vocational training,Cologne,False,Hybrid
CAN07361,40-49,3,Bachelor,Hamburg,False,Hybrid
CAN07362,20-29,2,Bachelor,Frankfurt,True,Hybrid
CAN07363,40-49,13,Master,Other Germany,False,Hybrid
CAN07364,20-29,5,Doctorate,Outside Germany,True,Hybrid
CAN07365,30-39,10,Other,Frankfurt,True,Remote
CAN07366,40-49,8,Vocational training,Cologne,True,Remote
CAN07367,40-49,2,Bachelor,Other Germany,True,No preference
CAN07368,40-49,7,Other,Hamburg,False,Remote
CAN07369,50+,15,Master,Other Germany,False,Remote
CAN07370,30-39,6,Bachelor,Hamburg,True,Hybrid
CAN07371,30-39,9,Vocational training,Other Germany,False,Hybrid
CAN07372,40-49,8,Vocational training,Munich,False,No preference
CAN07373,20-29,9,Vocational training,Munich,False,No preference
CAN07374,30-39,4,Master,Hamburg,True,Hybrid
CAN07375,40-49,11,Vocational training,Munich,True,Hybrid
CAN07376,50+,10,Master,Hamburg,True,No preference
CAN07377,20-29,5,Doctorate,Munich,True,Remote
CAN07378,30-39,5,Bachelor,Berlin,False,On-site
CAN07379,40-49,0,Bachelor,Other Germany,False,Hybrid
CAN07380,40-49,1,Vocational training,Outside Germany,False,No preference
CAN07381,30-39,5,Vocational training,Hamburg,True,Remote
CAN07382,30-39,13,Vocational training,Munich,True,Hybrid
CAN07383,40-49,6,Master,Frankfurt,True,Remote
CAN07384,40-49,16,Bachelor,Munich,False,Hybrid
CAN07385,40-49,11,Doctorate,Frankfurt,False,No preference
CAN07386,30-39,2,Bachelor,Berlin,False,No preference
CAN07387,30-39,4,Vocational training,Outside Germany,False,Remote
CAN07388,20-29,3,Master,Munich,False,On-site
CAN07389,20-29,1,Other,Outside Germany,False,No preference
CAN07390,40-49,6,Bachelor,Frankfurt,False,On-site
CAN07391,30-39,11,Vocational training,Munich,False,Hybrid
CAN07392,30-39,7,Master,Cologne,False,Hybrid
CAN07393,40-49,8,Doctorate,Munich,False,Hybrid
CAN07394,40-49,16,Master,Outside Germany,True,Remote
CAN07395,20-29,5,Other,Other Germany,False,Hybrid
CAN07396,20-29,3,Bachelor,Other Germany,False,On-site
CAN07397,50+,13,Vocational training,Other Germany,False,Hybrid
CAN07398,50+,9,Bachelor,Cologne,False,Hybrid
CAN07399,50+,16,Vocational training,Munich,False,On-site
CAN07400,40-49,1,Master,Hamburg,False,Hybrid
CAN07401,40-49,5,Vocational training,Outside Germany,False,Hybrid
CAN07402,40-49,8,Vocational training,Other Germany,True,Hybrid
CAN07403,40-49,6,Master,Cologne,False,Remote
CAN07404,30-39,5,Vocational training,Outside Germany,True,Hybrid
CAN07405,40-49,7,Vocational training,Berlin,False,Remote
CAN07406,30-39,8,Bachelor,Munich,True,Remote
CAN07407,50+,17,Master,Other Germany,False,Hybrid
CAN07408,30-39,13,Bachelor,Berlin,False,Hybrid
CAN07409,20-29,1,Vocational training,Munich,False,Hybrid
CAN07410,30-39,1,Other,Other Germany,True,Hybrid
CAN07411,30-39,6,Vocational training,Frankfurt,False,Remote
CAN07412,30-39,12,Vocational training,Munich,True,Hybrid
CAN07413,30-39,7,Bachelor,Frankfurt,True,No preference
CAN07414,40-49,3,Bachelor,Other Germany,True,Hybrid
CAN07415,50+,8,Vocational training,Other Germany,False,Hybrid
CAN07416,20-29,6,Vocational training,Munich,True,Remote
CAN07417,50+,15,Bachelor,Munich,False,No preference
CAN07418,40-49,8,Bachelor,Munich,False,Hybrid
CAN07419,50+,8,Vocational training,Hamburg,True,Hybrid
CAN07420,40-49,4,Master,Frankfurt,False,Hybrid
CAN07421,40-49,4,Vocational training,Other Germany,False,Hybrid
CAN07422,40-49,10,Master,Munich,False,Remote
CAN07423,20-29,1,Bachelor,Munich,False,Hybrid
CAN07424,40-49,16,Vocational training,Hamburg,False,No preference
CAN07425,50+,15,Vocational training,Berlin,True,Hybrid
CAN07426,50+,15,Master,Outside Germany,False,Hybrid
CAN07427,40-49,3,Vocational training,Munich,False,Hybrid
CAN07428,40-49,10,Bachelor,Berlin,False,Hybrid
CAN07429,30-39,3,Vocational training,Other Germany,False,On-site
CAN07430,20-29,3,Bachelor,Berlin,False,No preference
CAN07431,40-49,17,Master,Other Germany,True,No preference
CAN07432,30-39,16,Bachelor,Other Germany,False,On-site
CAN07433,40-49,6,Bachelor,Berlin,False,Remote
CAN07434,30-39,5,Vocational training,Other Germany,True,No preference
CAN07435,40-49,18,Bachelor,Other Germany,False,On-site
CAN07436,50+,17,Other,Munich,False,Hybrid
CAN07437,30-39,11,Bachelor,Hamburg,False,Hybrid
CAN07438,20-29,3,Bachelor,Other Germany,True,Hybrid
CAN07439,40-49,10,Bachelor,Berlin,True,On-site
CAN07440,40-49,5,Bachelor,Hamburg,False,No preference
CAN07441,20-29,7,Vocational training,Munich,False,Hybrid
CAN07442,40-49,9,Bachelor,Frankfurt,False,Hybrid
CAN07443,30-39,5,Master,Cologne,False,Remote
CAN07444,40-49,8,Bachelor,Frankfurt,False,Hybrid
CAN07445,50+,8,Bachelor,Cologne,False,On-site
CAN07446,30-39,10,Doctorate,Other Germany,False,Remote
CAN07447,30-39,4,Bachelor,Berlin,False,No preference
CAN07448,30-39,4,Vocational training,Other Germany,False,Hybrid
CAN07449,40-49,2,Vocational training,Frankfurt,True,Hybrid
CAN07450,20-29,7,Vocational training,Berlin,False,Hybrid
CAN07451,20-29,6,Master,Frankfurt,True,No preference
CAN07452,30-39,6,Master,Berlin,True,Hybrid
CAN07453,20-29,3,Bachelor,Other Germany,False,Remote
CAN07454,40-49,6,Bachelor,Frankfurt,False,No preference
CAN07455,30-39,11,Bachelor,Outside Germany,False,No preference
CAN07456,30-39,2,Master,Berlin,False,No preference
CAN07457,20-29,9,Vocational training,Other Germany,True,No preference
CAN07458,20-29,5,Vocational training,Hamburg,True,Remote
CAN07459,30-39,7,Vocational training,Cologne,False,No preference
CAN07460,30-39,7,Vocational training,Other Germany,False,Remote
CAN07461,20-29,3,Bachelor,Other Germany,False,Hybrid
CAN07462,20-29,1,Master,Other Germany,False,Remote
CAN07463,20-29,5,Bachelor,Frankfurt,False,No preference
CAN07464,30-39,7,Bachelor,Berlin,True,Remote
CAN07465,30-39,6,Vocational training,Frankfurt,False,Remote
CAN07466,40-49,10,Master,Outside Germany,True,Remote
CAN07467,30-39,3,Bachelor,Other Germany,False,Hybrid
CAN07468,50+,18,Master,Other Germany,True,Hybrid
CAN07469,20-29,4,Bachelor,Frankfurt,True,Remote
CAN07470,50+,6,Bachelor,Berlin,True,On-site
CAN07471,30-39,1,Vocational training,Berlin,False,Hybrid
CAN07472,20-29,0,Vocational training,Other Germany,True,Remote
CAN07473,40-49,9,Bachelor,Frankfurt,False,On-site
CAN07474,40-49,5,Master,Munich,False,Remote
CAN07475,20-29,2,Vocational training,Munich,False,Hybrid
CAN07476,30-39,9,Bachelor,Cologne,False,On-site
CAN07477,40-49,3,Vocational training,Hamburg,False,Hybrid
CAN07478,40-49,4,Other,Other Germany,False,On-site
CAN07479,40-49,6,Bachelor,Hamburg,True,No preference
CAN07480,20-29,4,Bachelor,Frankfurt,False,Remote
CAN07481,40-49,6,Bachelor,Berlin,False,Hybrid
CAN07482,30-39,14,Vocational training,Other Germany,False,Remote
CAN07483,20-29,2,Bachelor,Berlin,False,On-site
CAN07484,40-49,7,Bachelor,Frankfurt,False,Hybrid
CAN07485,30-39,12,Vocational training,Other Germany,False,Remote
CAN07486,40-49,5,Vocational training,Berlin,False,Remote
CAN07487,20-29,3,Vocational training,Munich,False,Remote
CAN07488,40-49,6,Vocational training,Frankfurt,False,Remote
CAN07489,20-29,0,Vocational training,Berlin,False,On-site
CAN07490,40-49,11,Bachelor,Other Germany,False,Remote
CAN07491,30-39,9,Vocational training,Frankfurt,False,Hybrid
CAN07492,30-39,11,Bachelor,Berlin,False,Remote
CAN07493,30-39,10,Doctorate,Other Germany,False,Hybrid
CAN07494,30-39,0,Master,Other Germany,True,Hybrid
CAN07495,30-39,1,Master,Hamburg,False,No preference
CAN07496,20-29,1,Vocational training,Berlin,False,Hybrid
CAN07497,30-39,3,Bachelor,Other Germany,False,Hybrid
CAN07498,20-29,3,Master,Hamburg,False,Hybrid
CAN07499,40-49,2,Master,Berlin,False,Remote
CAN07500,30-39,5,Vocational training,Berlin,False,No preference
CAN07501,40-49,20,Vocational training,Berlin,False,Remote
CAN07502,40-49,9,Master,Hamburg,False,Hybrid
CAN07503,40-49,6,Doctorate,Munich,False,Remote
CAN07504,30-39,5,Vocational training,Hamburg,True,Hybrid
CAN07505,50+,18,Bachelor,Munich,True,Hybrid
CAN07506,30-39,6,Vocational training,Berlin,True,Remote
CAN07507,50+,25,Bachelor,Frankfurt,False,Hybrid
CAN07508,20-29,2,Vocational training,Frankfurt,True,Hybrid
CAN07509,40-49,5,Vocational training,Frankfurt,False,On-site
CAN07510,30-39,2,Bachelor,Other Germany,False,On-site
CAN07511,50+,14,Other,Other Germany,False,Hybrid
CAN07512,40-49,17,Bachelor,Frankfurt,False,Hybrid
CAN07513,30-39,8,Master,Frankfurt,False,Hybrid
CAN07514,20-29,1,Master,Munich,True,Hybrid
CAN07515,20-29,3,Bachelor,Cologne,True,No preference
CAN07516,30-39,12,Other,Other Germany,True,Remote
CAN07517,20-29,2,Master,Berlin,False,Remote
CAN07518,30-39,5,Doctorate,Cologne,False,Remote
CAN07519,40-49,7,Vocational training,Frankfurt,False,Remote
CAN07520,40-49,12,Bachelor,Frankfurt,True,No preference
CAN07521,30-39,4,Bachelor,Berlin,True,Hybrid
CAN07522,40-49,7,Doctorate,Frankfurt,True,Remote
CAN07523,40-49,10,Other,Berlin,True,Hybrid
CAN07524,20-29,3,Vocational training,Berlin,False,No preference
CAN07525,40-49,2,Vocational training,Berlin,False,Hybrid
CAN07526,40-49,8,Vocational training,Other Germany,True,Remote
CAN07527,50+,13,Vocational training,Hamburg,True,On-site
CAN07528,40-49,1,Other,Munich,False,Hybrid
CAN07529,20-29,2,Doctorate,Other Germany,False,Hybrid
CAN07530,30-39,9,Bachelor,Cologne,True,Remote
CAN07531,20-29,2,Master,Other Germany,False,On-site
CAN07532,50+,11,Bachelor,Cologne,False,Hybrid
CAN07533,30-39,4,Master,Other Germany,True,Hybrid
CAN07534,40-49,2,Master,Frankfurt,False,On-site
CAN07535,30-39,13,Bachelor,Other Germany,False,Remote
CAN07536,30-39,11,Vocational training,Hamburg,False,Hybrid
CAN07537,40-49,3,Master,Munich,True,Hybrid
CAN07538,30-39,12,Master,Berlin,False,Remote
CAN07539,40-49,3,Vocational training,Other Germany,False,On-site
CAN07540,40-49,1,Vocational training,Other Germany,False,Hybrid
CAN07541,40-49,12,Bachelor,Other Germany,False,No preference
CAN07542,30-39,9,Master,Berlin,False,Hybrid
CAN07543,30-39,3,Vocational training,Other Germany,False,No preference
CAN07544,40-49,7,Vocational training,Munich,True,Remote
CAN07545,20-29,3,Vocational training,Hamburg,False,Hybrid
CAN07546,30-39,5,Vocational training,Other Germany,False,Hybrid
CAN07547,30-39,4,Vocational training,Frankfurt,True,Remote
CAN07548,30-39,11,Master,Berlin,True,Hybrid
CAN07549,30-39,3,Bachelor,Munich,False,No preference
CAN07550,30-39,7,Vocational training,Other Germany,False,Remote
CAN07551,40-49,1,Master,Hamburg,False,Remote
CAN07552,50+,13,Master,Frankfurt,False,Hybrid
CAN07553,20-29,3,Master,Frankfurt,False,On-site
CAN07554,20-29,7,Doctorate,Frankfurt,False,Remote
CAN07555,40-49,6,Master,Munich,False,Hybrid
CAN07556,30-39,10,Doctorate,Outside Germany,False,Hybrid
CAN07557,40-49,5,Bachelor,Berlin,False,Hybrid
CAN07558,40-49,6,Bachelor,Other Germany,True,Remote
CAN07559,40-49,6,Bachelor,Munich,False,Hybrid
CAN07560,20-29,9,Bachelor,Outside Germany,False,Hybrid
CAN07561,40-49,5,Other,Frankfurt,False,Remote
CAN07562,30-39,8,Master,Hamburg,False,No preference
CAN07563,40-49,6,Doctorate,Other Germany,True,Remote
CAN07564,40-49,3,Bachelor,Outside Germany,False,Remote
CAN07565,30-39,1,Bachelor,Hamburg,False,Hybrid
CAN07566,20-29,7,Bachelor,Cologne,False,Remote
CAN07567,30-39,8,Doctorate,Berlin,False,On-site
CAN07568,50+,14,Bachelor,Other Germany,False,Remote
CAN07569,50+,11,Vocational training,Cologne,False,Hybrid
CAN07570,30-39,4,Vocational training,Berlin,False,No preference
CAN07571,20-29,1,Vocational training,Berlin,False,Remote
CAN07572,20-29,1,Master,Hamburg,False,Remote
CAN07573,20-29,7,Vocational training,Berlin,False,On-site
CAN07574,50+,25,Master,Berlin,True,Hybrid
CAN07575,50+,18,Vocational training,Frankfurt,False,Hybrid
CAN07576,40-49,5,Vocational training,Other Germany,False,On-site
CAN07577,40-49,1,Vocational training,Other Germany,True,No preference
CAN07578,20-29,2,Vocational training,Other Germany,True,On-site
CAN07579,30-39,7,Bachelor,Berlin,False,Hybrid
CAN07580,30-39,8,Other,Other Germany,False,Hybrid
CAN07581,40-49,2,Vocational training,Cologne,False,Remote
CAN07582,20-29,2,Master,Cologne,False,Hybrid
CAN07583,20-29,1,Vocational training,Munich,False,Hybrid
CAN07584,50+,9,Bachelor,Cologne,False,Hybrid
CAN07585,40-49,6,Bachelor,Other Germany,True,No preference
CAN07586,30-39,6,Master,Frankfurt,True,No preference
CAN07587,30-39,3,Master,Other Germany,False,No preference
CAN07588,30-39,4,Other,Frankfurt,False,Hybrid
CAN07589,20-29,1,Vocational training,Munich,True,Remote
CAN07590,20-29,3,Bachelor,Hamburg,True,Hybrid
CAN07591,40-49,2,Bachelor,Hamburg,False,Hybrid
CAN07592,20-29,6,Vocational training,Cologne,False,Hybrid
CAN07593,40-49,7,Vocational training,Frankfurt,True,Remote
CAN07594,20-29,0,Vocational training,Frankfurt,False,Hybrid
CAN07595,50+,12,Other,Munich,False,Remote
CAN07596,30-39,0,Vocational training,Frankfurt,True,Remote
CAN07597,40-49,6,Other,Other Germany,True,No preference
CAN07598,30-39,4,Vocational training,Other Germany,False,Remote
CAN07599,20-29,5,Bachelor,Frankfurt,True,Hybrid
CAN07600,20-29,4,Bachelor,Berlin,False,Hybrid
CAN07601,20-29,3,Vocational training,Cologne,False,On-site
CAN07602,40-49,3,Vocational training,Other Germany,True,Hybrid
CAN07603,50+,9,Master,Other Germany,False,No preference
CAN07604,30-39,4,Bachelor,Frankfurt,False,On-site
CAN07605,20-29,3,Bachelor,Munich,False,Hybrid
CAN07606,40-49,11,Master,Other Germany,False,Remote
CAN07607,50+,14,Vocational training,Frankfurt,True,Remote
CAN07608,30-39,5,Vocational training,Frankfurt,True,Hybrid
CAN07609,30-39,11,Vocational training,Munich,True,Hybrid
CAN07610,20-29,2,Master,Outside Germany,True,Remote
CAN07611,30-39,5,Bachelor,Other Germany,False,Remote
CAN07612,30-39,7,Vocational training,Berlin,True,No preference
CAN07613,50+,7,Bachelor,Other Germany,False,Hybrid
CAN07614,40-49,3,Bachelor,Berlin,True,Hybrid
CAN07615,40-49,2,Other,Other Germany,True,Remote
CAN07616,40-49,5,Master,Berlin,True,Hybrid
CAN07617,20-29,4,Other,Berlin,False,Hybrid
CAN07618,50+,10,Doctorate,Frankfurt,False,On-site
CAN07619,30-39,7,Vocational training,Frankfurt,False,Remote
CAN07620,20-29,2,Vocational training,Outside Germany,False,On-site
CAN07621,30-39,6,Master,Other Germany,False,Hybrid
CAN07622,40-49,6,Vocational training,Outside Germany,False,On-site
CAN07623,30-39,12,Vocational training,Frankfurt,False,Hybrid
CAN07624,20-29,6,Bachelor,Hamburg,True,Hybrid
CAN07625,40-49,10,Master,Frankfurt,False,Hybrid
CAN07626,40-49,3,Bachelor,Hamburg,False,Hybrid
CAN07627,40-49,11,Vocational training,Hamburg,False,Remote
CAN07628,40-49,5,Master,Berlin,False,Hybrid
CAN07629,30-39,8,Vocational training,Other Germany,False,Hybrid
CAN07630,30-39,8,Vocational training,Berlin,False,Hybrid
CAN07631,40-49,21,Bachelor,Frankfurt,False,Hybrid
CAN07632,30-39,5,Bachelor,Munich,False,On-site
CAN07633,20-29,1,Vocational training,Frankfurt,False,Remote
CAN07634,30-39,14,Master,Munich,False,No preference
CAN07635,30-39,9,Bachelor,Hamburg,False,Hybrid
CAN07636,20-29,2,Bachelor,Frankfurt,False,Hybrid
CAN07637,30-39,3,Bachelor,Hamburg,True,Remote
CAN07638,20-29,1,Bachelor,Berlin,False,No preference
CAN07639,40-49,6,Master,Berlin,True,On-site
CAN07640,20-29,1,Master,Munich,False,Hybrid
CAN07641,40-49,7,Master,Other Germany,True,Hybrid
CAN07642,30-39,8,Bachelor,Hamburg,True,Remote
CAN07643,30-39,12,Vocational training,Berlin,False,Hybrid
CAN07644,40-49,1,Bachelor,Frankfurt,False,Hybrid
CAN07645,50+,11,Vocational training,Frankfurt,False,Hybrid
CAN07646,30-39,3,Vocational training,Hamburg,False,Hybrid
CAN07647,40-49,1,Bachelor,Frankfurt,False,No preference
CAN07648,40-49,4,Vocational training,Berlin,False,On-site
CAN07649,50+,10,Bachelor,Frankfurt,False,Hybrid
CAN07650,30-39,6,Master,Hamburg,False,Remote
CAN07651,30-39,7,Master,Other Germany,True,Remote
CAN07652,40-49,1,Bachelor,Frankfurt,False,Hybrid
CAN07653,20-29,5,Vocational training,Other Germany,False,Remote
CAN07654,30-39,2,Vocational training,Hamburg,False,Hybrid
CAN07655,40-49,5,Master,Frankfurt,False,Remote
CAN07656,40-49,0,Vocational training,Munich,False,Hybrid
CAN07657,30-39,6,Doctorate,Berlin,False,Hybrid
CAN07658,20-29,1,Master,Other Germany,False,No preference
CAN07659,30-39,7,Master,Frankfurt,False,Remote
CAN07660,40-49,17,Vocational training,Other Germany,False,No preference
CAN07661,30-39,3,Vocational training,Berlin,False,Hybrid
CAN07662,50+,8,Master,Berlin,True,Hybrid
CAN07663,40-49,6,Vocational training,Other Germany,False,Remote
CAN07664,30-39,4,Master,Frankfurt,False,Remote
CAN07665,40-49,5,Vocational training,Berlin,False,Hybrid
CAN07666,50+,9,Bachelor,Munich,True,No preference
CAN07667,40-49,12,Master,Frankfurt,True,Hybrid
CAN07668,20-29,5,Other,Other Germany,False,Remote
CAN07669,30-39,8,Vocational training,Frankfurt,True,Remote
CAN07670,30-39,7,Vocational training,Frankfurt,True,Remote
CAN07671,50+,15,Bachelor,Frankfurt,False,Hybrid
CAN07672,20-29,9,Bachelor,Frankfurt,False,Hybrid
CAN07673,30-39,1,Vocational training,Frankfurt,True,No preference
CAN07674,20-29,7,Bachelor,Frankfurt,False,Remote
CAN07675,40-49,17,Other,Frankfurt,False,Remote
CAN07676,40-49,2,Bachelor,Other Germany,False,Hybrid
CAN07677,40-49,3,Vocational training,Frankfurt,False,No preference
CAN07678,50+,12,Bachelor,Other Germany,False,On-site
CAN07679,40-49,9,Vocational training,Berlin,False,No preference
CAN07680,40-49,4,Bachelor,Outside Germany,False,No preference
CAN07681,30-39,15,Master,Munich,False,On-site
CAN07682,30-39,5,Bachelor,Outside Germany,False,Hybrid
CAN07683,40-49,5,Vocational training,Munich,True,Hybrid
CAN07684,40-49,14,Bachelor,Cologne,False,Hybrid
CAN07685,40-49,5,Bachelor,Munich,False,Remote
CAN07686,30-39,14,Vocational training,Munich,False,Hybrid
CAN07687,30-39,1,Vocational training,Other Germany,True,Remote
CAN07688,40-49,8,Master,Outside Germany,False,Remote
CAN07689,30-39,11,Other,Berlin,False,Hybrid
CAN07690,40-49,8,Vocational training,Frankfurt,False,Hybrid
CAN07691,30-39,12,Master,Frankfurt,False,No preference
CAN07692,50+,11,Master,Berlin,False,Hybrid
CAN07693,40-49,8,Bachelor,Other Germany,True,Hybrid
CAN07694,40-49,5,Bachelor,Frankfurt,True,On-site
CAN07695,30-39,3,Vocational training,Hamburg,True,Remote
CAN07696,30-39,1,Master,Other Germany,False,Remote
CAN07697,20-29,1,Vocational training,Other Germany,False,Hybrid
CAN07698,30-39,11,Doctorate,Frankfurt,False,Hybrid
CAN07699,30-39,5,Doctorate,Other Germany,False,On-site
CAN07700,40-49,3,Vocational training,Other Germany,False,Hybrid
CAN07701,30-39,2,Other,Outside Germany,False,No preference
CAN07702,40-49,10,Bachelor,Berlin,True,No preference
CAN07703,40-49,6,Vocational training,Other Germany,False,No preference
CAN07704,30-39,7,Master,Frankfurt,True,Hybrid
CAN07705,20-29,4,Vocational training,Hamburg,False,Remote
CAN07706,40-49,6,Master,Outside Germany,False,No preference
CAN07707,40-49,6,Vocational training,Frankfurt,False,Hybrid
CAN07708,40-49,4,Master,Frankfurt,False,No preference
CAN07709,30-39,9,Bachelor,Outside Germany,False,Hybrid
CAN07710,20-29,1,Bachelor,Other Germany,True,Hybrid
CAN07711,40-49,11,Vocational training,Berlin,True,Hybrid
CAN07712,30-39,2,Master,Munich,True,Hybrid
CAN07713,30-39,9,Vocational training,Outside Germany,False,On-site
CAN07714,30-39,7,Vocational training,Munich,True,On-site
CAN07715,20-29,5,Doctorate,Other Germany,True,Hybrid
CAN07716,40-49,11,Bachelor,Cologne,False,Hybrid
CAN07717,40-49,2,Vocational training,Cologne,False,No preference
CAN07718,40-49,6,Bachelor,Berlin,True,Hybrid
CAN07719,20-29,5,Vocational training,Frankfurt,False,Remote
CAN07720,30-39,7,Vocational training,Other Germany,False,Hybrid
CAN07721,40-49,21,Master,Hamburg,True,No preference
CAN07722,30-39,0,Bachelor,Outside Germany,False,Remote
CAN07723,30-39,8,Vocational training,Frankfurt,True,Remote
CAN07724,30-39,4,Vocational training,Hamburg,False,No preference
CAN07725,40-49,4,Bachelor,Outside Germany,False,Remote
CAN07726,30-39,4,Vocational training,Munich,False,On-site
CAN07727,30-39,4,Vocational training,Munich,True,On-site
CAN07728,30-39,2,Vocational training,Munich,False,No preference
CAN07729,40-49,17,Vocational training,Munich,False,Hybrid
CAN07730,20-29,8,Vocational training,Berlin,True,No preference
CAN07731,40-49,14,Master,Other Germany,False,Remote
CAN07732,20-29,4,Bachelor,Other Germany,False,Remote
CAN07733,50+,13,Bachelor,Frankfurt,False,Hybrid
CAN07734,40-49,5,Master,Other Germany,False,Hybrid
CAN07735,40-49,4,Bachelor,Other Germany,False,Hybrid
CAN07736,30-39,6,Master,Hamburg,False,No preference
CAN07737,40-49,5,Vocational training,Berlin,True,Remote
CAN07738,50+,20,Other,Cologne,False,On-site
CAN07739,40-49,10,Vocational training,Other Germany,False,Hybrid
CAN07740,20-29,1,Master,Cologne,False,Remote
CAN07741,40-49,7,Other,Cologne,True,On-site
CAN07742,30-39,5,Other,Berlin,True,Hybrid
CAN07743,20-29,4,Bachelor,Berlin,True,No preference
CAN07744,40-49,10,Vocational training,Munich,True,On-site
CAN07745,30-39,5,Master,Cologne,False,On-site
CAN07746,30-39,4,Master,Frankfurt,False,Hybrid
CAN07747,20-29,2,Master,Frankfurt,False,Hybrid
CAN07748,20-29,5,Vocational training,Frankfurt,False,Hybrid
CAN07749,20-29,0,Master,Frankfurt,False,Remote
CAN07750,20-29,4,Bachelor,Berlin,False,No preference
CAN07751,30-39,3,Master,Hamburg,False,Remote
CAN07752,20-29,5,Bachelor,Cologne,False,On-site
CAN07753,50+,12,Vocational training,Other Germany,True,Hybrid
CAN07754,30-39,8,Bachelor,Cologne,False,Hybrid
CAN07755,40-49,5,Bachelor,,False,Hybrid
CAN07756,50+,13,Vocational training,Other Germany,False,Hybrid
CAN07757,20-29,4,Bachelor,Hamburg,False,Hybrid
CAN07758,20-29,4,Vocational training,Other Germany,True,Hybrid
CAN07759,30-39,6,Vocational training,Outside Germany,False,On-site
CAN07760,30-39,0,Vocational training,Berlin,False,No preference
CAN07761,50+,18,Vocational training,Cologne,False,Hybrid
CAN07762,40-49,10,Bachelor,Cologne,False,Hybrid
CAN07763,40-49,5,Vocational training,Munich,False,Hybrid
CAN07764,30-39,11,Bachelor,Munich,True,Hybrid
CAN07765,50+,14,Master,Berlin,True,Hybrid
CAN07766,30-39,4,Bachelor,Other Germany,False,On-site
CAN07767,40-49,14,Vocational training,Other Germany,True,On-site
CAN07768,30-39,3,Bachelor,Cologne,False,Remote
CAN07769,20-29,3,Vocational training,Berlin,False,On-site
CAN07770,50+,13,Vocational training,Outside Germany,False,Hybrid
CAN07771,40-49,18,Bachelor,Munich,True,No preference
CAN07772,40-49,10,Vocational training,Hamburg,False,Remote
CAN07773,30-39,13,Bachelor,Outside Germany,False,No preference
CAN07774,20-29,5,Bachelor,Other Germany,False,Hybrid
CAN07775,30-39,4,Bachelor,Berlin,True,Hybrid
CAN07776,30-39,11,Bachelor,Hamburg,False,Hybrid
CAN07777,50+,19,Other,Frankfurt,True,Hybrid
CAN07778,40-49,1,Bachelor,Other Germany,False,No preference
CAN07779,20-29,3,Vocational training,Berlin,False,Remote
CAN07780,20-29,3,Master,Munich,False,Remote
CAN07781,30-39,1,Bachelor,Outside Germany,False,Hybrid
CAN07782,50+,9,Vocational training,Frankfurt,False,Remote
CAN07783,30-39,10,Doctorate,Hamburg,False,Hybrid
CAN07784,40-49,10,Bachelor,Other Germany,True,On-site
CAN07785,40-49,5,Vocational training,Berlin,False,Remote
CAN07786,20-29,4,Vocational training,Other Germany,False,No preference
CAN07787,40-49,3,Bachelor,Munich,True,Remote
CAN07788,40-49,11,Vocational training,Berlin,False,Hybrid
CAN07789,50+,14,Vocational training,Cologne,False,Hybrid
CAN07790,30-39,9,Vocational training,Outside Germany,False,Hybrid
CAN07791,30-39,5,Bachelor,Hamburg,False,No preference
CAN07792,40-49,3,Bachelor,,False,No preference
CAN07793,40-49,8,Vocational training,Other Germany,False,On-site
CAN07794,50+,16,Bachelor,Berlin,True,No preference
CAN07795,20-29,1,Master,Other Germany,False,On-site
CAN07796,30-39,6,Vocational training,Outside Germany,True,Hybrid
CAN07797,30-39,2,Bachelor,Berlin,False,Hybrid
CAN07798,40-49,6,Vocational training,Frankfurt,False,No preference
CAN07799,50+,8,Vocational training,Hamburg,False,Hybrid
CAN07800,40-49,16,Master,Munich,False,Hybrid
CAN07801,20-29,3,Vocational training,Frankfurt,False,Hybrid
CAN07802,20-29,3,Vocational training,Munich,False,Hybrid
CAN07803,30-39,8,Master,Berlin,False,Remote
CAN07804,20-29,1,Vocational training,Other Germany,False,On-site
CAN07805,30-39,6,Bachelor,Hamburg,True,Hybrid
CAN07806,30-39,5,Bachelor,Other Germany,True,Hybrid
CAN07807,30-39,7,Vocational training,Berlin,True,No preference
CAN07808,20-29,3,Vocational training,Other Germany,True,Hybrid
CAN07809,20-29,2,Vocational training,Other Germany,False,Hybrid
CAN07810,30-39,7,Bachelor,Other Germany,False,Hybrid
CAN07811,50+,11,Bachelor,Berlin,True,Hybrid
CAN07812,20-29,3,Vocational training,Frankfurt,False,Remote
CAN07813,40-49,5,Bachelor,Outside Germany,False,Remote
CAN07814,40-49,3,Master,Berlin,True,Remote
CAN07815,20-29,4,Bachelor,Frankfurt,False,On-site
CAN07816,20-29,2,Master,Other Germany,False,No preference
CAN07817,20-29,1,Master,Munich,False,On-site
CAN07818,30-39,8,Vocational training,Munich,True,Hybrid
CAN07819,30-39,6,Vocational training,Berlin,True,No preference
CAN07820,20-29,5,Master,Frankfurt,False,On-site
CAN07821,30-39,6,Bachelor,Other Germany,False,Hybrid
CAN07822,40-49,6,Vocational training,Hamburg,False,Remote
CAN07823,40-49,8,Doctorate,Outside Germany,False,Hybrid
CAN07824,30-39,15,Master,Cologne,False,On-site
CAN07825,40-49,7,Master,Frankfurt,False,Remote
CAN07826,40-49,8,Vocational training,Other Germany,True,Hybrid
